Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID
"Shuman B.A.","57046458200;","The public library: Some alternative futures",1991,"Public Library Quarterly","11","4",,"13","23",,1,"10.1300/J118v11n04_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953955799&doi=10.1300%2fJ118v11n04_03&partnerID=40&md5=58adf1e44ce05e12ca5eb0143275c19b","Wayne State University, Detroit, MI, 48202, United States","Shuman, B.A., Wayne State University, Detroit, MI, 48202, United States","Does the public library have a future? Competing social and economic needs may conspire to preclude one. The reader, however, is asked to assume that there is a future. Without the public library, one's ability to.pay would determine one's access to, and use of, records and information, and those lacking the necessary funds would effectively be barred from the information needed to conduct daily life in an effective manner. © Taylor & Francis Group, LLC.",,01616846,,,Article,"Final","",Scopus,2-s2.0-84953955799
"Waters R.L.","25633419200;","Editorial",1991,"Public Library Quarterly","11","4",,"1","2",,,"10.1300/J118v11n04_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953950380&doi=10.1300%2fJ118v11n04_01&partnerID=40&md5=45f705e34734cc021191825fe4a463d6","United States","Waters, R.L., United States",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-84953950380
"Marshall D.","57046196600;","For your reference collection?: Publications of interest",1991,"Public Library Quarterly","11","4",,"53","54",,,"10.1300/J118v11n04_07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953949925&doi=10.1300%2fJ118v11n04_07&partnerID=40&md5=9c7ef50441e60f9fefd05b5cc701e957","HBW Associates Inc., United States","Marshall, D., HBW Associates Inc., United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-84953949925
"Lanning S.","57046471700;","What does a reference librarian do?",1991,"Public Library Quarterly","11","4",,"25","28",,1,"10.1300/J118v11n04_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043097832&doi=10.1300%2fJ118v11n04_04&partnerID=40&md5=06cda37705628bbca38aa4e43ddf0008","DePaul University, United States","Lanning, S., DePaul University, United States","This brief paper endeavors to answer the title question,. by using three typical questions that reference librarians are asked. The three questions are (1) ""Do you have a book on . . .?"" (2) ""Don't you have a computer you look that up on?"" and (3) is the one requiring the psychic librarian, ""It was big, red and had information about places. © Taylor & Francis Group, LLC.",,01616846,,,Article,"Final","",Scopus,2-s2.0-0043097832
"Davis M.","57198528145;","The invisible hand: Economic reality",1991,"Public Library Quarterly","11","4",,"3","11",,1,"10.1300/J118v11n04_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038024029&doi=10.1300%2fJ118v11n04_02&partnerID=40&md5=c9c85ad0d98b2085649bf367f9576bd7","Plano Public Library System, Plano, TX, 75086-0356, United States","Davis, M., Plano Public Library System, Plano, TX, 75086-0356, United States","The ""free"" vs. ""fee"" issue continues to plague American public libraries. This paper contends that since public libraries operate in a market driven economy, the historic approach that librarians have taken on the side of ""free"" because of professional ethics and morality is the least effective when competing for resources. Adam Smith's notion of the ""invisible hand"" of capitalism seems to have finally caught on if the number of libraries now charging for online database searching is any indication. Public libraries, if they are to take their place with the avant-garde of the information industry, must make the choice between struggling to maintain the status quo or accepting the new role in the information industry. © Taylor & Francis Group, LLC.",,01616846,,,Article,"Final","",Scopus,2-s2.0-0038024029
"Marshall D.","57046196600;","For your reference collection? publications of interest",1991,"Public Library Quarterly","11","3",,"53","55",,,"10.1300/J118v11n03_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953982053&doi=10.1300%2fJ118v11n03_05&partnerID=40&md5=5d42d2559a421208ce6fa1d7ac38e06a","United States","Marshall, D., United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-84953982053
"Waters R.L.","25633419200;","Editorial",1991,"Public Library Quarterly","11","3",,"1","3",,,"10.1300/J118v11n03_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953979327&doi=10.1300%2fJ118v11n03_01&partnerID=40&md5=7a3b6e924a6fd8ec18a754f2faf45269","United States","Waters, R.L., United States",[No abstract available],,01616846,,,Editorial,"Final","",Scopus,2-s2.0-84953979327
"Bender N., Sapp G.","57046470500;23104204200;","Libraries celebrate the western states centennials, 1989-1990",1991,"Public Library Quarterly","11","3",,"19","36",,,"10.1300/J118v11n03_03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953948777&doi=10.1300%2fJ118v11n03_03&partnerID=40&md5=3729c7219009337bc43f1681af69ae32","Burlingame Speical Collections/Archives, Montana State University Libraries, United States; Head of Access Services, Montana State University Libraries, United States","Bender, N., Burlingame Speical Collections/Archives, Montana State University Libraries, United States; Sapp, G., Head of Access Services, Montana State University Libraries, United States","The years 1989 and 1990 were the statehood centennials for the states of Idaho, Montana, North and South Dakota, Washington, and Wyoming. In each of these states, public libraries and library organizations have sponsored a number of unique and innovative actrvities in celebration, including exhibits, special publications, reading programs, lecture series, and larger, centrally directed projects. This article provides a descriptive, state-by-state survey of library sponsored or library related centennial programs in each state. The conclusion discusses patterns of sponsorship and implementation of these programs. © 1991 Taylor & Francis Group, LLC.",,01616846,,,Article,"Final","",Scopus,2-s2.0-84953948777
"Trinkaus-Randall G.","14055279800;","Book preservation and conservation",1991,"Public Library Quarterly","11","3",,"57","60",,,"10.1300/J118v11n03_06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953946382&doi=10.1300%2fJ118v11n03_06&partnerID=40&md5=79080e9a08926e4bdc61738c7062aa70","Collection Management/Preservation Specialist, Board of Library Commissioners, Boston, MA, 02215, United States","Trinkaus-Randall, G., Collection Management/Preservation Specialist, Board of Library Commissioners, Boston, MA, 02215, United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-84953946382
"McCrossan J.A.","57046612700;","Public library directors' opinions about future directions for library services",1991,"Public Library Quarterly","11","3",,"5","17",,4,"10.1300/J118v11n03_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953601798&doi=10.1300%2fJ118v11n03_02&partnerID=40&md5=af35c7cc736909e6e690aa1c0ddcb973","School of Library and Information Science, University of South Florida, Tampa, United States","McCrossan, J.A., School of Library and Information Science, University of South Florida, Tampa, United States","A survey instrument was developed and administered to a sample of 219 public library directors in the United States seying populations of 25,000 or more. The directors were asked to indlcate what degree of emphasis they attached to 21 different services offered by public libraries, e.g., group programs for adults in the library, reference/information servlces utilizing computerbased systems. There were 166 responses. A glimpse into the future results. © 1991 Taylor & Francis Group, LLC.",,01616846,,,Article,"Final","",Scopus,2-s2.0-84953601798
"Willard P.","7003815014;","'one thing leads to another': The impact of a technological innovation in six new south wales public libraries",1991,"Public Library Quarterly","11","3",,"37","52",,1,"10.1300/J118v11n03_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939600258&doi=10.1300%2fJ118v11n03_04&partnerID=40&md5=e13d301ffea8f2ba150196fbb4b0778a","School of Librarianship, University of New South Wales, Australia","Willard, P., School of Librarianship, University of New South Wales, Australia","The introduction of a microcomputer-based inter-libray loans network for New South Wales public libraries in 1987 was a major innovation. Six libraries were investigated to establish the impact of the innovation on inter-library loans and reference service. The results indicated that the five libraries which had adopted the system were using it to streamline inter-library loans. The innovation was also being used to improve reference service as library staff saw the technology’s potential. The value of senior management commitment and of having a staff member who was interested in computers, emerged as important in the take-up of the technology in the libraries. © 1991 Taylor & Francis Group, LLC.",,01616846,,,Article,"Final","",Scopus,2-s2.0-84939600258
"Editorial Submission H.","12764639600;","From the innocent voyage to the razor’s edge",1991,"Public Library Quarterly","11","1-2",,"1","4",,,"10.1300/J118v11n01_01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953994188&doi=10.1300%2fJ118v11n01_01&partnerID=40&md5=ecd36544aebae9a42c1403409c1405d8","United States","Editorial Submission, H., United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-84953994188
"Features Submission H.C.","56360472700;","Bibliography",1991,"Public Library Quarterly","11","1-2",,"103","131",,,"10.1300/J118v11n01_09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953992935&doi=10.1300%2fJ118v11n01_09&partnerID=40&md5=72e1134c1e57d09ef3dfee47beefb328","United States","Features Submission, H.C., United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-84953992935
"Editorial Submission H.","12764639600;","Preface",1991,"Public Library Quarterly","11","1-2",,"11","13",,,"10.1300/J118v11n01_c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953990142&doi=10.1300%2fJ118v11n01_c&partnerID=40&md5=356fc85031591306894b2c453015a3c5","United States","Editorial Submission, H., United States",[No abstract available],,01616846,,,Article,"Final","",Scopus,2-s2.0-84953990142
